OBJECTID,NAME20,ALAND20,AWATER20,GEOID,NAME,DP03_0001E,DP03_0002E,DP03_0003E,DP03_0004E,DP03_0005E,DP03_0006E,DP03_0007E,DP03_0008E,DP03_0009P,DP03_0010E,DP03_0011E,DP03_0012E,DP03_0013E,DP03_0014E,DP03_0015E,DP03_0016E,DP03_0017E,DP03_0018E,DP03_0019E,DP03_0020E,DP03_0021E,DP03_0022E,DP03_0023E,DP03_0024E,DP03_0025E,DP03_0026E,DP03_0027E,DP03_0028E,DP03_0029E,DP03_0030E,DP03_0031E,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E,DP03_0046E,DP03_0047E,DP03_0048E,DP03_0049E,DP03_0050E,DP03_0051E,DP03_0052E,DP03_0053E,DP03_0054E,DP03_0055E,DP03_0056E,DP03_0057E,DP03_0058E,DP03_0059E,DP03_0060E,DP03_0061E,DP03_0062E,DP03_0063E,DP03_0064E,DP03_0065E,DP03_0066E,DP03_0067E,DP03_0068E,DP03_0069E,DP03_0070E,DP03_0071E,DP03_0072E,DP03_0073E,DP03_0074E,DP03_0075E,DP03_0076E,DP03_0077E,DP03_0078E,DP03_0079E,DP03_0080E,DP03_0081E,DP03_0082E,DP03_0083E,DP03_0084E,DP03_0085E,DP03_0086E,DP03_0087E,DP03_0088E,DP03_0089E,DP03_0090E,DP03_0091E,DP03_0092E,DP03_0093E,DP03_0094E,DP03_0095E,DP03_0096E,DP03_0097E,DP03_0098E,DP03_0099E,DP03_0100E,DP03_0101E,DP03_0102E,DP03_0103E,DP03_0104E,DP03_0105E,DP03_0106E,DP03_0107E,DP03_0108E,DP03_0109E,DP03_0110E,DP03_0111E,DP03_0112E,DP03_0113E,DP03_0114E,DP03_0115E,DP03_0116E,DP03_0117E,DP03_0118E,DP03_0119P,DP03_0120P,DP03_0121P,DP03_0122P,DP03_0123P,DP03_0124P,DP03_0125P,DP03_0126P,DP03_0127P,DP03_0128P,DP03_0129P,DP03_0130P,DP03_0131P,DP03_0132P,DP03_0133P,DP03_0134P,DP03_0135P,DP03_0136P,DP03_0137P,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,TRACTCE,SHAPEAREA,SHAPELEN
60,13.03,889581,5274,11001001303,"Census Tract 13.03; District of Columbia; District of Columbia",3425,2541,2512,2430,82,29,884,2512,3.3,1983,1452,1452,1452,117,117,38,38,2380,390,0,1097,55,212,626,28.7,2430,2085,73,213,0,59,2430,0,25,59,40,152,0,113,96,561,466,154,313,451,2430,1866,533,31,0,2279,130,52,127,0,88,368,287,432,201,594,103623,155489,1852,160881,492,30025,486,49004,37,0,0,0,27,697,0,0,0,0,0,21,71,82,79,444,202132,281151,97603,1582,80643,97505,81674,112280,91250,3551,3504,3222,947,47,155,0,2626,2262,2229,2182,2054,200,47,33,33,33,0,0,364,364,364,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,9.8,10.3,8.2,0,16,ACS_Economic_DC_CensusTract_62,,{E9D905AF-7281-4A6F-B91C-9B485E449EA7},001303,0,0
61,27.04,295339,2427,11001002704,"Census Tract 27.04; District of Columbia; District of Columbia",2810,2474,2474,2445,29,0,336,2474,1.2,1152,1002,1002,1002,97,71,317,308,2445,431,0,938,109,457,510,31.5,2445,1345,730,179,40,151,2445,0,40,0,0,27,81,60,135,600,535,468,367,132,2445,2060,275,110,0,1674,12,105,42,0,158,459,175,421,86,216,85652,122222,1564,114562,112,30059,210,66059,50,8214,0,0,69,562,0,0,0,0,0,261,0,73,16,212,103106,175460,61449,1112,77384,84361,54578,61576,88108,3215,3062,2490,790,153,414,0,2617,2362,2333,2204,2000,305,129,29,29,12,17,0,255,231,204,27,24,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,10.7,11.4,0,0,18.2,ACS_Economic_DC_CensusTract_63,,{356F12F8-91FE-46DB-8979-6EBCDFC2E66C},002704,0,0
62,25.03,292105,0,11001002503,"Census Tract 25.03; District of Columbia; District of Columbia",2536,2186,2186,1649,537,0,350,2186,24.6,1033,824,824,746,154,104,71,71,1649,467,166,423,80,142,371,28.1,1649,1258,125,164,66,36,1649,12,0,57,0,32,78,97,195,237,357,142,136,306,1649,1107,445,97,0,1565,32,0,0,50,36,518,128,229,103,469,101156,138318,1439,142839,87,14480,151,29737,50,0,26,0,58,485,0,0,0,0,36,67,26,102,32,222,168698,190857,75444,1080,73712,109303,71705,101188,74209,2743,2605,2279,458,138,225,95,2317,2163,1626,1590,1532,58,36,537,533,522,14,4,154,151,40,117,3,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,5.4,4,20.9,0,8.2,ACS_Economic_DC_CensusTract_64,,{130030C5-AED1-4B80-AA7D-ADABB7C66BF7},002503,0,0
63,56.01,185309,1275,11001005601,"Census Tract 56.01; District of Columbia; District of Columbia",2544,1703,1609,1503,106,94,841,1609,6.6,1379,1019,944,894,9,9,0,0,1571,120,0,253,542,51,605,24.8,1503,1290,105,84,13,11,1503,0,16,0,0,25,7,19,103,417,346,77,311,182,1503,1218,216,69,0,1969,374,99,59,81,140,152,453,270,105,236,76643,92144,1433,102225,183,28928,268,35478,0,0,0,0,0,190,0,0,0,0,0,0,5,106,21,58,138462,187405,70452,1779,73450,81969,70690,94030,79275,2459,2414,2103,618,45,20,0,2031,1462,1376,1343,1290,53,33,86,75,75,0,11,569,568,451,190,1,0,0,0,0,0,0,0,0,0,30.2,0,0,0,0,30.3,32.6,18.1,0,35.5,ACS_Economic_DC_CensusTract_65,,{9AB6A1F2-834C-4382-8DBC-CACBA2F686DE},005601,0,0
64,55.01,164749,0,11001005501,"Census Tract 55.01; District of Columbia; District of Columbia",1674,1397,1397,1370,27,0,277,1397,1.9,671,526,526,499,0,0,0,0,1370,253,0,288,370,8,451,25.7,1370,1248,29,93,0,0,1370,0,0,39,7,60,0,0,283,416,214,30,43,278,1370,903,342,125,0,1171,59,0,8,26,0,32,100,339,130,477,156075,193107,1096,186971,72,32836,78,54182,0,0,0,0,0,314,0,0,0,26,0,0,0,10,62,216,250001,258673,135563,857,130539,169084,110804,143208,103667,1674,1572,1512,191,102,0,0,1552,1355,1328,1315,1289,69,13,27,27,27,0,0,197,108,108,0,89,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,4.9,2.8,31.1,0,7.7,ACS_Economic_DC_CensusTract_66,,{749B9053-B06F-4520-BFFC-EAE66A52465E},005501,0,0
65,56.02,273491,6261,11001005602,"Census Tract 56.02; District of Columbia; District of Columbia",3423,1669,1669,1587,82,0,1754,1669,4.9,2015,859,859,796,81,0,0,0,1579,189,17,227,597,75,474,18.6,1587,1237,108,166,0,76,1587,0,21,0,0,64,59,57,124,481,213,137,146,285,1587,1150,369,68,0,1850,219,44,120,43,174,70,277,370,221,312,96813,135614,1225,124743,615,24164,515,62386,60,7735,15,0,113,431,15,0,0,0,0,22,0,86,135,173,178032,271277,72635,1419,90895,94408,42148,125625,103173,3530,3493,3114,895,37,154,0,2560,1531,1471,1443,1391,56,28,60,60,60,0,0,1029,1020,986,55,9,3.5,0,0,3.6,0,0,0,0,0,15.5,0,0,0,0,16,20.7,6.3,4,21.6,ACS_Economic_DC_CensusTract_67,,{921A266E-8E16-4730-862E-483661852014},005602,0,0
66,55.02,251302,0,11001005502,"Census Tract 55.02; District of Columbia; District of Columbia",2561,1883,1883,1854,29,0,678,1883,1.5,1222,846,846,839,90,90,0,0,1854,237,54,300,411,65,787,20.8,1854,1643,2,138,71,0,1854,0,111,8,0,40,0,55,59,1021,177,40,162,181,1854,1548,281,25,0,1672,81,0,56,127,97,153,185,357,212,404,115809,161811,1491,165942,195,23005,255,21814,0,0,0,0,56,348,0,0,56,0,0,0,0,52,38,202,250001,304801,98577,1324,107292,124228,95522,115169,97420,2534,2457,2276,375,77,126,0,2040,1734,1705,1694,1694,15,11,29,18,15,5,11,306,251,251,0,55,16.1,45.9,0,0,0,0,100,100,0,11.3,27.4,27.4,0,100,10.4,8.7,19.8,18.4,8,ACS_Economic_DC_CensusTract_68,,{464C5372-7338-475F-BB2D-094E575FC740},005502,0,0
67,53.03,168769,0,11001005303,"Census Tract 53.03; District of Columbia; District of Columbia",2561,1937,1937,1898,39,0,624,1937,2,1317,1041,1041,1016,14,14,57,57,1898,121,0,319,825,266,367,23.5,1898,1709,38,137,0,14,1898,0,0,30,0,116,11,94,68,632,271,132,286,258,1898,1202,478,218,0,2033,144,12,86,31,86,285,282,424,118,565,106335,158608,1651,168793,296,28711,396,39239,0,0,0,0,0,341,0,0,0,0,0,0,0,41,65,235,226387,264318,118320,1692,86346,135934,91167,104793,90107,2620,2478,2352,387,142,71,0,2097,1842,1817,1675,1675,0,142,25,25,25,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,8,8.5,5.8,0,10.8,ACS_Economic_DC_CensusTract_69,,{4C531CDA-90B5-4953-B307-5CB445F6CFB1},005303,0,0
68,102.02,1069479,136323,11001010202,"Census Tract 102.02; District of Columbia; District of Columbia",2096,1688,1668,1613,55,20,408,1668,3.3,1099,875,875,861,180,180,13,13,1633,533,26,304,198,134,438,28.1,1613,1141,122,320,28,2,1613,0,48,0,1,212,2,69,169,360,300,127,97,228,1613,1289,278,46,0,1456,24,2,192,99,22,80,240,243,173,381,112500,187768,1204,189435,177,18876,221,64269,0,0,169,0,162,464,0,0,168,21,0,0,43,22,94,116,0,144283,119870,992,110972,206051,100074,139558,96196,2283,2254,1771,603,29,213,14,1760,1591,1536,1536,1346,196,0,55,55,29,41,0,169,154,135,19,15,0,0,0,0,0,0,0,0,0,5.4,3,0,0,0,5.6,6.5,0.6,0,9.8,ACS_Economic_DC_CensusTract_70,,{EA1DC25E-79D6-4185-9FE4-57062405C138},010202,0,0
69,9800,6514228,4996439,11001980000,"Census Tract 9800; District of Columbia; District of Columbia",17,17,17,17,0,0,0,17,0,0,0,0,0,0,0,0,0,17,12,0,5,0,0,0,0,17,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,17,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,17,17,0,0,0,0,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACS_Economic_DC_CensusTract_71,,{29E873A9-7593-4D13-84F5-6D8C0723B7D5},980000,0,0
70,72.02,183977,0,11001007202,"Census Tract 72.02; District of Columbia; District of Columbia",4321,4227,4065,4002,63,162,94,4065,1.5,2011,1976,1936,1936,87,87,38,38,4164,1137,31,1312,593,109,982,26.9,4002,3638,86,258,0,20,4002,0,80,98,91,88,97,47,65,1545,300,237,384,970,4002,2844,1140,18,0,2842,49,0,44,20,79,259,216,672,572,931,155759,182037,2822,175046,38,0,58,322033,20,0,4,0,44,607,0,0,0,0,0,14,0,37,112,444,239226,280841,122426,2235,134129,155203,106746,108016,112669,4284,4266,4204,271,18,125,0,4050,3991,3928,3913,3913,158,15,63,63,63,0,0,59,56,56,0,3,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,2.3,2.4,0,0,3.1,ACS_Economic_DC_CensusTract_72,,{0DDC9C7F-5948-4F98-BD23-26E119ED866A},007202,0,0
71,52.02,246292,0,11001005202,"Census Tract 52.02; District of Columbia; District of Columbia",2872,2433,2433,2405,28,0,439,2433,1.2,1034,849,849,837,0,0,0,0,2263,274,23,253,768,196,749,23.1,2405,1976,45,346,38,0,2405,0,63,0,25,159,0,105,311,893,197,51,269,332,2405,1925,401,79,0,2095,30,57,17,12,104,121,74,615,165,900,153472,264061,1911,259594,169,26120,273,40926,15,0,0,0,39,333,0,0,0,12,0,27,0,46,28,220,250001,325721,189256,1762,128239,252408,118620,170216,113476,2886,2886,2668,351,0,54,0,2365,2186,2158,2158,2120,38,0,28,28,12,16,0,179,179,164,15,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,6.9,8.3,0,0,9.1,ACS_Economic_DC_CensusTract_73,,{91765317-C23E-4DB6-B179-6CF045D4B642},005202,0,0
72,52.03,93419,0,11001005203,"Census Tract 52.03; District of Columbia; District of Columbia",3020,2456,2425,2388,37,31,564,2425,1.5,1490,1246,1246,1228,62,62,196,133,2402,290,0,771,700,190,451,25.3,2388,1789,93,421,0,85,2388,0,0,41,0,0,19,133,505,806,180,101,347,256,2388,2015,308,65,0,2296,132,11,248,0,89,597,171,491,214,343,84839,117261,1973,122974,538,9861,22,0,186,0,0,0,186,357,0,0,0,0,0,68,0,130,81,78,149261,165532,81994,1939,72153,108373,76775,107845,71707,3247,3065,2798,574,182,258,0,2637,2118,2081,2013,1996,17,68,37,37,18,19,0,519,405,219,186,114,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,10.4,10,12.8,0,13.3,ACS_Economic_DC_CensusTract_74,,{D962731B-49D1-4014-A983-882A66B87684},005203,0,0
73,50.03,94136,0,11001005003,"Census Tract 50.03; District of Columbia; District of Columbia",1795,1606,1606,1544,62,0,189,1606,3.9,814,653,653,652,0,0,14,14,1532,279,0,290,529,183,251,27.3,1544,1338,67,108,0,31,1544,16,11,26,0,49,19,140,299,373,56,34,194,327,1544,1013,508,23,0,1134,28,15,88,0,68,58,69,342,105,361,140489,176722,1121,174213,13,0,89,8506,13,0,27,0,35,208,0,0,59,0,0,11,0,0,16,122,206875,187717,115555,926,133816,174253,113420,126775,110690,1809,1685,1554,174,124,14,0,1770,1591,1529,1529,1498,50,0,62,1,1,1,61,179,125,40,93,54,28.4,0,0,0,0,0,84.3,0,0,13.7,0,0,0,0,13.8,13.4,40,26.4,9.4,ACS_Economic_DC_CensusTract_75,,{13EAB9B0-2D80-45E5-A025-0FD67B56D50C},005003,0,0
74,50.04,143156,0,11001005004,"Census Tract 50.04; District of Columbia; District of Columbia",3441,2579,2512,2422,90,67,862,2512,3.6,1579,1282,1215,1179,312,100,101,37,2404,371,54,413,732,137,697,24.6,2422,1804,280,219,45,74,2422,0,80,72,0,97,10,112,160,824,222,71,383,391,2422,1970,391,61,0,2260,112,130,95,225,228,213,256,318,154,529,86422,134366,2029,128689,318,17293,229,114207,125,9909,60,10365,256,448,0,9,35,70,26,0,63,45,0,200,134310,226045,78301,1812,83591,111544,72691,142917,93133,3824,3793,2647,1405,31,450,0,2881,2357,2267,2256,1947,309,11,90,79,36,43,11,524,515,263,268,9,13.6,40.3,0,15.8,65,0,0,0,0,25.3,61.3,61.3,71.1,42.1,20.5,22.6,8.5,28.2,23.5,ACS_Economic_DC_CensusTract_76,,{647AEB72-37F9-4512-8AF0-76F038E43713},005004,0,0
75,72.01,781457,312419,11001007201,"Census Tract 72.01; District of Columbia; District of Columbia",2417,2359,2218,2114,104,141,58,2218,4.7,1180,1129,1112,1065,0,0,0,0,2255,609,175,554,254,181,482,25.7,2114,1858,68,188,0,0,2114,0,26,19,63,0,19,156,144,880,277,66,85,379,2114,1533,535,46,0,1776,19,0,26,90,42,146,235,305,430,483,153250,170461,1757,167983,10,0,151,23977,0,0,0,0,103,376,0,0,0,0,0,10,0,1,135,230,216316,297790,123107,1400,114000,136264,106756,130921,111974,2276,2246,2156,163,30,30,0,2236,2178,2104,2101,2011,153,3,74,47,47,0,27,58,58,58,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,1.7,0,0,2.4,ACS_Economic_DC_CensusTract_77,,{3C5ADC56-8430-4799-87B9-8CA2CBFCEC64},007201,0,0
76,58.02,682488,0,11001005802,"Census Tract 58.02; District of Columbia; District of Columbia",2000,1763,1689,1630,59,74,237,1689,3.5,793,602,602,595,13,0,14,14,1704,178,22,381,722,116,285,18.6,1630,1465,120,35,0,10,1630,0,0,15,0,0,11,49,48,619,225,68,96,499,1630,898,686,46,0,1474,54,14,54,62,7,41,155,262,183,642,179091,210639,1408,189800,160,23084,159,71547,0,0,9,0,29,260,0,0,41,0,0,0,9,11,0,199,240000,258462,151755,1214,161429,200397,145191,162143,123500,1953,1894,1769,250,59,27,0,1749,1580,1534,1521,1447,85,13,46,46,46,0,0,169,123,123,0,46,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,7.3,8,0,0,9.9,ACS_Economic_DC_CensusTract_78,,{83AADCE7-9F60-418D-A6E4-9E20ED9BA0BA},005802,0,0
77,47.03,124124,0,11001004703,"Census Tract 47.03; District of Columbia; District of Columbia",2891,2184,2172,2131,41,12,707,2172,1.9,1490,1041,1041,1003,39,39,106,35,2143,427,118,571,453,125,449,28.9,2131,1657,140,263,52,19,2131,0,65,56,0,102,17,59,79,636,295,163,221,438,2131,1594,513,24,0,1944,381,37,195,21,21,154,176,322,304,333,99207,117547,1607,130039,100,11410,157,35961,27,0,2,0,143,487,0,0,140,3,3,0,52,22,103,164,163899,166859,74017,1457,79301,99516,78449,116467,84167,3057,2702,2205,570,355,178,104,2747,2119,2078,1959,1820,191,119,41,41,38,3,0,628,496,274,223,132,28.7,67.6,0,29.6,97.5,0,24.7,24.7,0,33.9,58.4,58.4,0,58.4,32.3,31.8,44.7,34.5,33.5,ACS_Economic_DC_CensusTract_79,,{15B3EA48-92B1-4A2E-A556-4DE260BDE55A},004703,0,0
78,47.04,198509,0,11001004704,"Census Tract 47.04; District of Columbia; District of Columbia",1080,453,442,207,235,11,627,442,53.2,521,66,66,24,93,0,109,53,218,14,0,123,33,0,48,0,207,70,126,11,0,0,207,0,0,0,0,0,0,12,0,25,1,112,21,36,207,171,36,0,0,745,198,271,0,32,154,12,11,46,0,21,0,31615,427,42632,144,10082,175,10973,69,7354,64,572,171,123,53,12,0,0,0,0,0,46,0,12,0,78863,19583,622,0,22272,0,37210,130536,1215,1215,467,830,0,202,0,848,430,207,207,95,112,0,223,223,223,42,0,418,418,96,330,0,52.8,53.5,0,0,0,0,60.7,55.8,0,66.3,63.4,63.4,100,43.1,66.9,64.6,78.8,69.8,64.1,ACS_Economic_DC_CensusTract_80,,{50D79C82-37FC-4571-AE49-43265E0E7C0F},004704,0,0
79,106.03,464270,0,11001010603,"Census Tract 106.03; District of Columbia; District of Columbia",2707,2533,2533,2499,34,0,174,2533,1.3,1785,1680,1680,1662,2,2,0,0,2499,391,13,697,342,110,946,31.3,2499,1919,287,216,57,20,2499,0,98,83,0,14,20,242,62,847,261,133,218,521,2499,1807,654,38,0,1816,25,53,20,44,86,356,235,487,289,221,106850,118466,1719,119292,113,14888,68,88604,28,0,9,0,26,228,8,0,0,0,39,0,23,0,56,102,188929,183496,77406,1588,104527,109129,67445,98258,67528,2709,2590,2433,280,119,2,0,2584,2483,2449,2330,2273,155,119,34,34,26,8,0,101,101,59,42,0,3.5,100,100,0,0,0,47.1,100,100,4,100,100,100,0,3.9,3,22.8,2.1,4.4,ACS_Economic_DC_CensusTract_81,,{7BF0930D-11F1-4207-9D2E-463B4E154F8A},010603,0,0
80,106.01,224811,0,11001010601,"Census Tract 106.01; District of Columbia; District of Columbia",1814,1678,1668,1668,0,10,136,1668,0,1138,1028,1028,1028,44,44,0,0,1678,262,22,403,270,184,537,28.4,1668,1189,350,129,0,0,1668,0,15,0,36,0,0,70,175,420,280,56,295,321,1668,1185,393,90,0,1179,61,71,0,32,20,225,133,248,228,161,109583,116554,1127,117685,28,0,38,0,46,0,0,0,52,276,0,0,0,0,0,114,31,43,0,88,0,136496,73327,903,109139,109529,71326,86444,71341,1848,1788,1618,291,60,44,0,1802,1668,1668,1633,1518,225,35,0,0,0,0,0,134,109,55,65,25,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,13.8,13.7,50,0,20,ACS_Economic_DC_CensusTract_82,,{67C8B368-6FC7-4722-9FCC-EDDFDB23AEE9},010601,0,0
81,110.02,498122,367023,11001011002,"Census Tract 110.02; District of Columbia; District of Columbia",1525,1099,1066,962,104,33,426,1066,9.8,910,618,618,558,39,39,0,0,948,207,6,202,141,57,335,24.9,962,843,48,61,0,10,962,0,0,15,0,37,0,43,90,319,81,49,108,220,962,579,307,76,0,1129,91,18,40,16,76,119,121,171,188,289,122404,155650,804,148030,361,16445,332,57958,9,0,0,0,11,227,0,0,0,0,0,0,0,51,48,128,250001,298347,115067,902,98661,115304,96733,121635,97264,1521,1521,1355,507,0,39,0,1035,929,856,856,856,39,0,73,73,61,12,0,106,106,97,9,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,7.4,3.9,15.4,0,10.6,ACS_Economic_DC_CensusTract_83,,{5A662C32-C6D5-4EEA-9D6A-13CDA6B72278},011002,0,0
82,32,447929,0,11001003200,"Census Tract 32; District of Columbia; District of Columbia",3146,2565,2565,2217,348,0,581,2565,13.6,1659,1312,1312,1028,357,357,637,617,2215,535,188,626,112,222,532,31.9,2217,1570,307,207,67,66,2217,0,75,31,0,52,67,142,68,465,467,295,159,396,2217,1599,548,64,6,1620,48,62,172,47,109,141,115,284,191,451,120227,153240,1258,180437,328,18320,178,29088,132,10862,206,5074,248,854,30,15,129,0,13,80,23,194,102,268,125972,163469,60555,766,93883,131721,79963,103712,84659,4126,3969,2740,1448,157,1094,20,2649,2423,2101,1981,1827,182,120,322,322,98,242,0,226,209,97,115,17,20.4,38.7,7.7,0,0,0,68,100,100,21,48.7,48.7,6.3,68.3,12,13.2,3.7,24.5,11.9,ACS_Economic_DC_CensusTract_36,,{3317A247-0CDD-4E88-8B62-04434EFC8D83},003200,0,0
83,34,911458,159593,11001003400,"Census Tract 34; District of Columbia; District of Columbia",3620,2193,2193,2081,112,0,1427,2193,5.1,2148,1356,1356,1318,59,47,180,137,2058,296,34,858,255,187,428,30.2,2081,1395,373,244,16,53,2081,0,0,18,0,98,17,95,190,479,338,132,386,328,2081,1395,441,245,0,1143,32,99,33,90,164,71,23,139,87,405,110324,176998,925,203547,159,10494,141,26874,47,19015,17,0,224,270,0,37,12,26,0,0,0,0,35,160,225250,208705,57337,873,99896,165152,34066,108261,78194,3800,3736,3309,499,64,1001,3,2610,1970,1860,1855,1760,111,5,110,88,50,66,22,640,606,452,164,34,18.1,26.8,25,6,0,0,53.6,75.5,100,18.7,18.2,18.2,19.2,17.8,18.8,17.9,28,16.5,19.8,ACS_Economic_DC_CensusTract_37,,{D9D3212F-E34E-4D99-AC4A-BBC58AAE1AEB},003400,0,0
84,95.10,841510,0,11001009510,"Census Tract 95.10; District of Columbia; District of Columbia",3413,2216,2213,2130,83,3,1197,2213,3.8,1946,1133,1133,1072,612,247,764,509,2113,817,200,739,35,68,254,30.8,2130,599,588,557,158,228,2130,0,179,42,61,217,123,10,163,148,286,431,361,109,2130,1673,246,211,0,1913,246,99,108,207,242,340,205,312,21,133,59393,74287,1558,67285,244,10780,380,53047,119,10086,85,7681,427,1045,69,21,0,129,178,151,147,228,21,101,64236,87177,27442,868,31429,43354,30424,50268,60398,4915,4378,2321,2834,537,1608,0,2802,2154,2071,1674,1159,651,397,83,74,20,69,9,648,517,224,403,131,21.8,25.3,35.6,19.5,24.9,0,23.5,23,48.4,24,19.4,19.4,22.1,17.7,26.1,27.9,16,19.3,37.9,ACS_Economic_DC_CensusTract_87,,{1E09653C-DF04-4885-8D62-D81188042F59},009510,0,0
85,95.11,719468,0,11001009511,"Census Tract 95.11; District of Columbia; District of Columbia",1211,363,363,321,42,0,848,363,11.6,662,247,247,218,0,0,0,0,288,20,11,13,143,19,82,13.3,321,162,97,62,0,0,321,3,0,1,0,17,0,5,0,23,162,89,15,6,321,298,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7741,0,0,0,3863,33571,0,1168,1136,1054,149,32,308,2,823,281,251,245,233,17,6,30,30,30,0,0,542,518,466,73,24,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,100,100,0,100,ACS_Economic_DC_CensusTract_88,,{13F78C54-E550-4C95-8B98-82CFE1EB4C15},009511,0,0
86,6,1441865,71,11001000600,"Census Tract 6; District of Columbia; District of Columbia",3805,2632,2632,2557,75,0,1173,2632,2.8,2152,1469,1469,1403,234,203,676,630,2537,762,126,695,109,126,719,26.8,2557,2295,173,89,0,0,2557,0,0,59,0,31,44,46,119,723,532,89,267,647,2557,1562,844,138,13,2206,13,145,23,3,103,179,187,334,301,918,166875,300498,1757,310331,426,31207,404,64630,58,0,112,647,159,1119,0,0,0,0,0,50,84,77,104,804,250001,448220,146628,1087,102014,145739,113664,188125,107966,4408,4365,4097,757,43,934,0,2697,2300,2225,2225,2205,20,0,75,75,75,0,0,397,354,296,135,43,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,5.2,5.1,5.5,0,14.5,ACS_Economic_DC_CensusTract_89,,{0D276BF5-3354-4528-9D23-DBB2E95CB439},000600,0,0
87,7.02,308967,0,11001000702,"Census Tract 7.02; District of Columbia; District of Columbia",2820,2301,2301,2270,31,0,519,2301,1.3,1583,1219,1219,1206,14,14,123,123,2260,696,138,566,351,93,416,27.1,2270,1780,61,316,17,96,2270,0,12,0,13,72,84,126,85,785,663,53,178,199,2270,1887,356,27,0,2168,233,6,27,258,184,225,481,327,148,279,90761,98526,1821,102478,159,20579,240,36858,0,0,0,0,0,327,0,0,0,16,0,0,16,97,24,174,214141,208974,71248,1841,80194,78908,64560,104514,67031,2921,2865,2659,446,56,137,0,2467,2142,2111,2068,1963,105,43,31,18,18,0,13,325,325,301,24,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,9.3,9.9,4.7,0,11.9,ACS_Economic_DC_CensusTract_90,,{CF733204-1909-4381-A9C0-1AE4661E8B5E},000702,0,0
88,74.04,826388,0,11001007404,"Census Tract 74.04; District of Columbia; District of Columbia",2658,1717,1717,1451,266,0,941,1717,15.5,1536,1017,1017,910,371,238,1050,630,1393,614,61,416,110,18,174,32.7,1451,519,307,360,86,179,1451,0,125,24,0,162,79,41,45,369,277,120,62,147,1451,1159,274,18,0,1366,189,38,95,11,323,121,218,172,94,105,55729,78258,1120,84504,277,8682,143,30064,203,10686,119,1592,488,991,139,0,74,14,251,76,153,120,98,66,54688,79223,27368,375,55677,68098,47112,69250,57550,3958,3726,1660,2386,232,1488,0,2307,1699,1433,1376,947,516,57,266,195,16,195,71,608,504,77,466,104,18.4,9.7,0,0,0,0,22.7,13.1,0,18.3,10.4,10.4,0,13.4,23,23,22.7,18.4,17.3,ACS_Economic_DC_CensusTract_91,,{567F5E22-8908-47BC-9F3C-D747A9F1BC80},007404,0,0
89,73.01,4684643,5139082,11001007301,"Census Tract 73.01; District of Columbia; District of Columbia",2901,2333,1039,1020,19,1294,568,1039,1.8,1217,707,549,530,766,282,885,397,2314,1603,77,57,194,17,366,21.9,1020,746,98,124,38,14,1020,0,15,38,0,12,0,6,107,186,221,41,32,362,1020,445,525,30,20,1362,27,9,8,51,124,200,151,237,208,347,116753,134249,1335,126325,35,21894,163,40859,0,0,0,0,0,1174,17,0,8,51,124,137,151,237,177,272,116408,131759,43218,188,0,149352,60042,63772,60250,3073,3033,3011,387,40,1651,37,1366,890,871,871,861,173,0,19,19,19,0,0,476,473,461,78,3,2.1,3,0,0.7,1.1,0,63,63,0,3.6,3.1,3.1,0,5.4,4,3.3,33.9,2.2,25.2,ACS_Economic_DC_CensusTract_92,,{58B8BF44-1B87-4763-827D-92FDA64C0ED8},007301,0,0
